timestamp,Debit_Cipalasari,Debit_Hilir,Debit_Hulu,Pump1,Pump2,Pump3,TMA_Cipalasari,TMA_Citarum,TMA_Kolam,bojongsoang,dayeuhkolot,pintu,pump_on,status_banjir
2025-06-09 00:00:00,0.4660321463414634,2.389918804878049,1.8193170731707315,on,on,off,0.6345609756097561,6.569780487804879,12.875024390243901,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:02:27,0.4704092932018682,2.3983881764400623,1.8364047742605083,on,on,off,0.6299076284379865,6.5596346652828235,12.874414115204981,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:07:27,0.47934224597820446,2.4156726081992734,1.8712776336273997,on,on,off,0.620411001556824,6.538928905033732,12.873168655941878,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:12:27,0.48827519875454073,2.4329570399584846,1.9061504929942914,on,on,off,0.6109143746756617,6.51822314478464,12.871923196678775,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:17:27,0.497208151530877,2.450241471717696,1.9410233523611828,on,on,off,0.6014177477944992,6.497517384535548,12.870677737415672,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:22:27,0.5061411043072133,2.467525903476907,1.9758962117280745,on,on,off,0.5919211209133368,6.476811624286456,12.869432278152567,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:27:27,0.5150740570835496,2.4848103352361184,2.010769071094966,on,on,off,0.5824244940321743,6.456105864037364,12.868186818889464,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:32:27,0.5240070098598858,2.5020947669953295,2.0456419304618576,on,on,off,0.572927867151012,6.435400103788272,12.866941359626361,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:37:27,0.5329399626362221,2.5193791987545406,2.080514789828749,on,on,off,0.5634312402698495,6.41469434353918,12.865695900363258,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:42:27,0.5418729154125583,2.536663630513752,2.1153876491956405,on,on,off,0.5539346133886871,6.3939885832900885,12.864450441100155,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:47:27,0.5508058681888947,2.553948062272963,2.150260508562532,on,on,off,0.5444379865075246,6.373282823040997,12.863204981837052,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:52:27,0.5597388209652309,2.5712324940321745,2.185133367929424,on,on,off,0.5349413596263622,6.352577062791905,12.86195952257395,0.0,0.0,0.0,1.0,0.0
2025-06-09 00:57:27,0.5686717737415672,2.5885169257913856,2.2200062272963152,on,on,off,0.5254447327451998,6.3318713025428135,12.860714063310846,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:00:00,0.5732275796574987,2.5973319859885833,2.2377913855734297,on,on,off,0.520601453035807,6.321311364815776,12.860078879086663,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:02:27,0.5776047265179035,2.6058013575505967,2.2548790866632067,on,on,off,0.5159481058640374,6.311165542293721,12.859468604047741,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:07:27,0.5865376792942397,2.6230857893098083,2.289751946030098,on,on,off,0.5064514789828749,6.290459782044629,12.858223144784638,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:12:27,0.595470632070576,2.640370221069019,2.32462480539699,on,on,off,0.49695485210171253,6.269754021795538,12.856977685521535,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:17:27,0.6044035848469123,2.6576546528282305,2.3594976647638815,on,on,off,0.48745822522055005,6.249048261546445,12.855732226258432,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:22:27,0.6133365376232486,2.6749390845874417,2.394370524130773,on,on,off,0.47796159833938767,6.2283425012973535,12.854486766995329,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:27:27,0.6222694903995848,2.692223516346653,2.4292433834976643,on,on,off,0.4684649714582252,6.207636741048262,12.853241307732226,0.0,0.0,0.0,1.0,0.0
2025-06-09 01:32:27,0.6312024431759211,2.709507948105864,2.4641162428645558,on,on,off,0.4589683445770628,6.18693098079917,12.851995848469123,0.0,0.0,0.0,1.0,0.0
